job_id,arrival_time,runtime,cpu_demand,mem_demand,priority,deadline_time,scenario_id
303,801000.0,600.0,0.05,0.5,0,802380.0,azure_vm_real_slice
304,97200.0,513300.0,0.08492685102164119,0.0625,0,1277790.0,azure_vm_real_slice
305,149400.0,900.0,0.2137932688916333,0.05,0,151470.0,azure_vm_real_slice
306,320400.0,1500.0,0.6683141415809568,0.5,1,323475.0,azure_vm_real_slice
307,1541100.0,1800.0,0.4197529249307771,0.05,1,1544790.0,azure_vm_real_slice
308,379500.0,1800.0,0.05,0.5,0,383640.0,azure_vm_real_slice
309,0.0,2591400.0,0.09342209327282733,0.05,0,5960220.0,azure_vm_real_slice
310,0.0,900.0,0.1318789132477048,0.125,0,2070.0,azure_vm_real_slice
311,1762500.0,39300.0,0.4057517469262536,0.125,1,1843065.0,azure_vm_real_slice
312,1246800.0,7500.0,0.05,0.5,2,1260300.0,azure_vm_real_slice
313,0.0,47400.0,0.3023390965287758,0.125,0,109019.99999999999,azure_vm_real_slice
314,846300.0,36900.0,0.3070335505356413,0.0625,0,931170.0,azure_vm_real_slice
315,0.0,600.0,0.05,0.0625,0,1380.0,azure_vm_real_slice
316,0.0,300.0,0.07352888110617123,0.5,2,540.0,azure_vm_real_slice
317,0.0,300.0,0.05,0.5,0,690.0,azure_vm_real_slice
318,0.0,2591400.0,0.05,0.5,2,4664520.0,azure_vm_real_slice
319,797100.0,1200.0,0.2945089345221648,0.05,0,799860.0,azure_vm_real_slice
320,0.0,300.0,0.05,0.0625,0,690.0,azure_vm_real_slice
321,519900.0,300.0,0.05,0.5,0,520590.0,azure_vm_real_slice
322,537600.0,1200.0,0.05921436003773496,0.125,0,540360.0,azure_vm_real_slice
323,1346100.0,20400.0,0.09604733467718628,0.0625,0,1393020.0,azure_vm_real_slice
324,270900.0,14700.0,0.08729909419902687,0.125,0,304710.0,azure_vm_real_slice
325,640500.0,2700.0,0.05,0.5,0,646710.0,azure_vm_real_slice
326,0.0,2700.0,0.05,0.5,0,6209.999999999999,azure_vm_real_slice
327,894900.0,300.0,0.05,0.0625,0,895590.0,azure_vm_real_slice
328,807000.0,1200.0,0.3037138644083786,0.125,0,809760.0,azure_vm_real_slice
329,988200.0,3600.0,0.06724211348590287,0.0625,0,996480.0,azure_vm_real_slice
330,522600.0,1200.0,0.10476567713976608,0.125,0,525360.0,azure_vm_real_slice
331,0.0,2311500.0,0.05,0.5,2,4160699.9999999995,azure_vm_real_slice
332,0.0,3900.0,0.6340157028886283,0.05,1,7994.999999999999,azure_vm_real_slice
333,1388100.0,6000.0,0.0962219408359546,0.5,2,1398900.0,azure_vm_real_slice
334,70500.0,58800.0,0.3416908100020796,0.0625,0,205740.0,azure_vm_real_slice
